video_id,thumbnail_url,labels,faces,texts,adult,medical,racy,spoof,violence
ujSaGoURyeA,https://i.ytimg.com/vi/ujSaGoURyeA/maxresdefault.jpg,"['Adaptation', 'Beauty', 'Black hair', 'Chin', 'Event', 'Eyebrow', 'Eyelash', 'Font', 'Forehead', 'Fun', 'Hair', 'Hairstyle', 'Happy', 'Hat', 'Head', 'Jaw', 'Jewellery', 'Leisure', 'Magenta', 'Mouth', 'Muscle', 'News', 'Nose', 'Photo caption', 'Photograph', 'Product', 'Screenshot', 'Selfie', 'Sharing', 'Skin', 'Smile', 'Snapshot', 'Technology']","['other', 'happy', 'other', 'happy']","['23,000+', '287K', 'EFF?!""', 'G', 'Ik', 'Language', 'Like', 'Select', 'THE', 'Talk', 'Tweet', 'WHAT', 'now', 'omek', 'omek\n287K\ny Tweet G Select Language v\nTalk to strangers!\nIk Like\n23,000+ online now\nWHAT THE EFF?!""\n', 'online', 'strangers!', 'to', 'v', 'y']",VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY
lstHiE_GsBg,https://i.ytimg.com/vi/lstHiE_GsBg/hqdefault.jpg,"['Advertising', 'Balloon', 'Brand', 'Cap', 'Child', 'Event', 'Font', 'Fun', 'Gesture', 'Happy', 'Hat', 'Headgear', 'Heart', 'Leisure', 'Love', 'Magenta', 'Party supply', 'Peach', 'Photo caption', 'Sharing', 'Stock photography', 'T-shirt', 'Teddy bear']",['other'],"['""DON\'T', '23,000+', 'DERRY', 'FACE!', 'G', 'Language', 'SHOW', 'Seloct', 'Talk', 'YOUR', 'now', 'omegle', 'omegle\nTalk to\nG Seloct Language\n23,000+ orline now\nDERRY\n""DON\'T SHOW\nYOUR FACE!\n', 'orline', 'to']",UNLIKELY,UNLIKELY,LIKELY,LIKELY,UNLIKELY
beQpS57CGnI,https://i.ytimg.com/vi/beQpS57CGnI/maxresdefault.jpg,"['Adaptation', 'Bone', 'Chin', 'Design', 'Event', 'Eyelash', 'Facial expression', 'Font', 'Gesture', 'Hairstyle', 'Happy', 'Head', 'Jaw', 'Magenta', 'Mouth', 'Organ', 'Organism', 'Photo caption', 'Product', 'Screenshot', 'Skull', 'Smile', 'Snapshot']","['other', 'happy']","['""OMG', '0+', '287K', 'Languagev', 'Select', 'Select Languagev\n287K\nomegle\nk to strangers!\n0+ online now\n""OMG\n', 'k', 'now', 'omegle', 'online', 'strangers!', 'to']",VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY,LIKELY,UNLIKELY
ots9goMUWPM,https://i.ytimg.com/vi/ots9goMUWPM/maxresdefault.jpg,"['Air gun', 'Animated cartoon', 'Animation', 'Art', 'Cartoon', 'Event', 'Fictional character', 'Font', 'Fun', 'Gesture', 'Happy', 'Human', 'Illustration', 'Recreation', 'Shooting', 'Tartan', 'Thumb']",['other'],[],UNLIKELY,VERY_UNLIKELY,UNLIKELY,POSSIBLE,VERY_UNLIKELY
tHuixT_rQ_w,https://i.ytimg.com/vi/tHuixT_rQ_w/maxresdefault.jpg,"['Advertising', 'Beer', 'Beer bottle', 'Bottle', 'Bottle cap', 'Distilled beverage', 'Drink', 'Event', 'Font', 'Gesture', 'Glass bottle', 'Happy', 'Logo', 'Nail', 'Product', 'Screenshot', 'Snapshot', 'Solution', 'Thumb']","['other', 'other']","['""CORONA', '23,000+', '287K', 'CERVEZ', 'Epecial', 'Especial', 'G', 'I', 'Jdel', 'Language', 'Like', 'Modelo', 'Select', 'TIME!""', 'Talk', 'Tweet', 'now', 'omegle', 'omegle\nTalk to strangers!\n287K\ny Tweet\nG Select Language v\nI Like\n23,000+ online now\n""CORONA TIME!""\nCERVEZ\nModelo\nCERVEZ\nJdel\nEpecial\nEspecial\n', 'online', 'strangers!', 'to', 'v', 'y']",UNLIKELY,VERY_UNLIKELY,UNLIKELY,UNLIKELY,UNLIKELY
NT8C3LVJ5wM,https://i.ytimg.com/vi/NT8C3LVJ5wM/maxresdefault.jpg,"['Brand', 'Carmine', 'Fashion accessory', 'Fictional character', 'Font', 'Graphics', 'Logo', 'Slope']",[],"['FORTNITE', 'IN', 'PENNYWISE', 'PENNYWISE IN\nFORTNITE\n']",VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY,UNLIKELY,UNLIKELY
dcGeuy6Ls98,https://i.ytimg.com/vi/dcGeuy6Ls98/maxresdefault.jpg,"['Air gun', 'Event', 'Fictional character', 'Font', 'Gesture', 'Graphics', 'Thumb', 'Trigger']",[],"['CALL', 'CALL DUTY\nMODERN\nWARFARE.\n', 'DUTY', 'MODERN', 'WARFARE.']",UNLIKELY,VERY_UNLIKELY,UNLIKELY,LIKELY,UNLIKELY
uoP_8iX78jc,https://i.ytimg.com/vi/uoP_8iX78jc/maxresdefault.jpg,"['Art', 'Baseball cap', 'Beard', 'Cap', 'Collage', 'Cool', 'Crowd', 'Event', 'Eyewear', 'Facial hair', 'Fan', 'Font', 'Fun', 'Hairstyle', 'Happy', 'Hat', 'Headgear', 'Human', 'Moustache', 'Photomontage', 'Product', 'Social group', 'Sun hat', 'T-shirt', 'Team']","['other', 'happy', 'other', 'other', 'other', 'other', 'other', 'other', 'other', 'other', 'other', 'suprised', 'happy', 'other', 'other']",[],UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,LIKELY,UNLIKELY
QsR-1x4cNNU,https://i.ytimg.com/vi/QsR-1x4cNNU/maxresdefault.jpg,"['Art', 'Carnivore', 'Cartoon', 'Cat', 'Cg artwork', 'Felidae', 'Fictional character', 'Fur', 'Illustration', 'Whiskers']",['other'],"['BATTLE', 'FORTNITE', 'FORTNITE\nBATTLE\nROYALE\n', 'ROYALE']",VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,POSSIBLE,VERY_UNLIKELY
pkeJCRwl1rQ,https://i.ytimg.com/vi/pkeJCRwl1rQ/maxresdefault.jpg,"['Belt', 'Communication Device', 'Costume', 'Crowd', 'Entertainment', 'Event', 'Eyewear', 'Fun', 'Fur', 'Gesture', 'Glove', 'Hairstyle', 'Happy', 'Jewellery', 'Leisure', 'Luggage and bags', 'Mobile phone', 'Pedestrian', 'People', 'Recreation', 'Street', 'Street fashion', 'Tourism', 'Town', 'Vacation']",['other'],[],VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY,UNLIKELY
7ef_53ZahAc,https://i.ytimg.com/vi/7ef_53ZahAc/maxresdefault.jpg,"['Art', 'Balaclava', 'Beak', 'Camouflage', 'Cap', 'Costume', 'Fur', 'Gesture', 'Headgear', 'Military camouflage', 'Military person', 'Military uniform', 'Outerwear', 'Personal protective equipment', 'Sleeve', 'Toy']",[],"['vevo', 'vevo\n']",VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY,UNLIKELY,UNLIKELY
-3UY0ZX1Qzw,https://i.ytimg.com/vi/-3UY0ZX1Qzw/maxresdefault.jpg,"['Arm', 'Audio equipment', 'Beard', 'Chest', 'Cool', 'Ear', 'Elbow', 'Eyelash', 'Eyewear', 'Facial hair', 'Fashion accessory', 'Finger', 'Flesh', 'Gadget', 'Gesture', 'Hand', 'Happy', 'Jaw', 'Jewellery', 'Moustache', 'Mouth', 'Muscle', 'Nail', 'Neck', 'Pattern', 'Selfie', 'Shoulder', 'Skin', 'Stock photography', 'Tattoo', 'Temporary tattoo', 'Thumb', 'Wrinkle', 'Wrist']","['happy', 'other']",[],POSSIBLE,UNLIKELY,VERY_LIKELY,UNLIKELY,UNLIKELY
444TQFGarQE,https://i.ytimg.com/vi/444TQFGarQE/maxresdefault.jpg,"['Action film', 'Beard', 'Cool', 'Electric blue', 'Entertainment', 'Facial hair', 'Fictional character', 'Flash photography', 'Font', 'Gesture', 'Graphics', 'Logo', 'Movie', 'Sleeve']",['other'],"['BLACK', 'LIKE', 'ME!', 'PANTHER', 'SOUND', 'SOUND\nLIKE ME!\nPANTHER\nBLACK\n']",VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY,LIKELY,VERY_UNLIKELY
uFDUmiEzNbs,https://i.ytimg.com/vi/uFDUmiEzNbs/maxresdefault.jpg,"['Audio equipment', 'Beard', 'Coat', 'Event', 'Eyewear', 'Facial expression', 'Facial hair', 'Fashion design', 'Flash photography', 'Forehead', 'Formal wear', 'Fun', 'Hairstyle', 'Happy', 'Human', 'Jacket', 'Leather jacket', 'Microphone', 'Moustache', 'Organ', 'Outerwear', 'Public address system', 'Speech', 'Spokesperson', 'Suit', 'Sunglasses', 'Tie', 'Vision care', 'White-collar worker']","['angry', 'happy', 'other']",[],VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY,UNLIKELY
ohBtECiIMnE,https://i.ytimg.com/vi/ohBtECiIMnE/maxresdefault.jpg,"['Beard', 'Chin', 'Cool', 'Eyebrow', 'Eyewear', 'Facial hair', 'Font', 'Forehead', 'Fun', 'Glasses', 'Goggles', 'Hair', 'Hairstyle', 'Happy', 'Jaw', 'Logo', 'Moustache', 'Mouth', 'Nose', 'Personal protective equipment', 'Recreation', 'Selfie', 'Smile', 'Sunglasses', 'Vision care', 'Wrinkle']",['happy'],"['CAPTAIN', 'CAPTAIN\nPRICE\nVOICE\nTROLLING!\n', 'PRICE', 'TROLLING!', 'VOICE']",VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,LIKELY,VERY_UNLIKELY
LMxQ554DTnw,https://i.ytimg.com/vi/LMxQ554DTnw/maxresdefault.jpg,"['Baseball cap', 'Cap', 'Event', 'Eyewear', 'Facial expression', 'Fan', 'Fashion accessory', 'Finger', 'Font', 'Fun', 'Gesture', 'Happy', 'Hat', 'Leisure', 'Microphone', 'Moustache', 'Parachuting', 'Personal protective equipment', 'Recreation', 'Red', 'Selfie', 'Smile', 'Snapshot', 'Team', 'Youth']","['happy', 'other', 'other', 'happy', 'angry', 'other', 'other', 'other', 'happy', 'other']","['""Feels', '""Feels like I\'m\nat a concert!""\n', ""I'm"", 'a', 'at', 'concert!""', 'like']",UNLIKELY,UNLIKELY,UNLIKELY,UNLIKELY,UNLIKELY
FqpRXMpEQAE,https://i.ytimg.com/vi/FqpRXMpEQAE/maxresdefault.jpg,"['Art', 'Cartoon', 'Drawing', 'Event', 'Fictional character', 'Fun', 'Green', 'Illustration', 'Military organization', 'Military person', 'Military uniform', 'Non-commissioned officer', 'Smile', 'Soldier', 'Video game software']",['happy'],[],VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY,UNLIKELY
uZ2Wg80zMJk,https://i.ytimg.com/vi/uZ2Wg80zMJk/maxresdefault.jpg,"['Beard', 'Cool', 'Event', 'Facial hair', 'Fashion', 'Fashion design', 'Flash photography', 'Font', 'Friendship', 'Fun', 'Hair', 'Happy', 'Hat', 'Leisure', 'Magenta', 'Moustache', 'Sleeve', 'Smile', 'T-shirt']","['sad', 'happy', 'other', 'other']",[],VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY
LM0tFIfY7YE,https://i.ytimg.com/vi/LM0tFIfY7YE/maxresdefault.jpg,"['Beer', 'Beer bottle', 'Bottle', 'Cosmetics', 'Drink', 'Earrings', 'Event', 'Eyelash', 'Font', 'Gesture', 'Glass bottle', 'Happy', 'Jewellery', 'Lipstick', 'Pattern', 'Photo caption', 'Plaid', 'Selfie', 'Snapshot', 'Tartan']","['happy', 'other']","['""GIRL', '23,000+', '24', '287K', '287K\ny Tweet G Select Language v\nIt Like\nomegle\n23,000+ online now\nTalk to strangers!\n""GIRL OF MY DREAMS!""\nModelo\n24\nlelo\nomegle.com\n', 'DREAMS!""', 'G', 'It', 'Language', 'Like', 'MY', 'Modelo', 'OF', 'Select', 'Talk', 'Tweet', 'lelo', 'now', 'omegle', 'omegle.com', 'online', 'strangers!', 'to', 'v', 'y']",UNLIKELY,VERY_UNLIKELY,UNLIKELY,UNLIKELY,UNLIKELY
1A8gGqMnBI8,https://i.ytimg.com/vi/1A8gGqMnBI8/maxresdefault.jpg,"['Animated cartoon', 'Animation', 'Art', 'Cartoon', 'Child', 'Community', 'Conversation', 'Drawing', 'Event', 'Facial expression', 'Fiction', 'Fictional character', 'Finger', 'Friendship', 'Fun', 'Gesture', 'Happy', 'Human', 'Humour', 'Illustration', 'Interaction', 'Leisure', 'Mammal', 'Nose', 'Organ', 'Organism', 'People', 'People in nature', 'Pleased', 'Sharing', 'Thumb', 'Vertebrate']",[],"['CALL', 'CALL DUTY\nMODERN\nWARFARE\n', 'DUTY', 'MODERN', 'WARFARE']",UNLIKELY,VERY_UNLIKELY,POSSIBLE,LIKELY,UNLIKELY
PoPp4JEeFqY,https://i.ytimg.com/vi/PoPp4JEeFqY/maxresdefault.jpg,"['Baseball cap', 'Beard', 'Beauty', 'Cap', 'Event', 'Eyelash', 'Eyewear', 'Facial expression', 'Fashion', 'Font', 'Fun', 'Happy', 'Human', 'Jewellery', 'Magenta', 'Moustache', 'Mouth', 'Organ', 'People', 'Photo caption', 'Photograph', 'Product', 'Red', 'Sharing', 'Smile', 'Snapshot']","['happy', 'other', 'other']","['""OH', '23,000+', '287K', 'G', 'GOSH!""', 'I', 'Language', 'Like', 'MY', 'Select', 'Talk', 'Tweet', 'now', 'omegle', 'online', 'strangers!', 'to', 'v', 'y', 'y Tweet\nG Select Language v\n287K\nomegle\nI Like\nTalk to strangers!\n23,000+ online now\n""OH MY GOSH!""\n']",UNLIKELY,UNLIKELY,POSSIBLE,UNLIKELY,UNLIKELY
53WlSZQm6G0,https://i.ytimg.com/vi/53WlSZQm6G0/maxresdefault.jpg,"['Action figure', 'Animated cartoon', 'Animation', 'Anime', 'Art', 'Cartoon', 'Event', 'Fiction', 'Fictional character', 'Fun', 'Gesture', 'Graphics', 'Happy', 'Hero', 'Illustration', 'Sharing', 'Smile', 'Team']","['other', 'happy', 'other']","['3', 'SEASON', 'SEASON 3\n']",VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,LIKELY,VERY_UNLIKELY
TM9IXCz_W6g,https://i.ytimg.com/vi/TM9IXCz_W6g/maxresdefault.jpg,"['Air gun', 'Animated cartoon', 'Animation', 'Art', 'Cartoon', 'Fictional character', 'Gallery rifle shooting', 'Gesture', 'Gun accessory', 'Gun barrel', 'Gunfighter', 'Gunshot', 'Happy', 'Illustration', 'Machine gun', 'Pleased', 'Practical shooting', 'Recreation', 'Sharing', 'Shooter game', 'Shooting', 'Shooting sport', 'Shotgun', 'Sport venue', 'Trigger']",[],"['vevo', 'vevo\n']",VERY_UNLIKELY,VERY_UNLIKELY,POSSIBLE,LIKELY,UNLIKELY
Q21ofnjWt20,https://i.ytimg.com/vi/Q21ofnjWt20/maxresdefault.jpg,"['Animated cartoon', 'Art', 'Cartoon', 'Cool', 'Costume', 'Event', 'Eyewear', 'Fiction', 'Fictional character', 'Font', 'Fun', 'Gesture', 'Happy', 'Hat', 'Headgear', 'Illustration', 'Outerwear', 'Smile']",[],[],VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY,UNLIKELY
i0BB6zkGmZw,https://i.ytimg.com/vi/i0BB6zkGmZw/maxresdefault.jpg,"['Blond', 'Chin', 'Close-up', 'Cosmetics', 'Event', 'Eye', 'Eye liner', 'Eyebrow', 'Eyelash', 'Face', 'Facial expression', 'Fashion accessory', 'Forehead', 'Formal wear', 'Fun', 'Gesture', 'Hair', 'Hairstyle', 'Happy', 'Head', 'Jaw', 'Layered hair', 'Lip', 'Lip gloss', 'Lipstick', 'Makeover', 'Mouth', 'Nail care', 'Nose', 'Official', 'Organ', 'Skin', 'Smile', 'Spokesperson', 'Suit', 'Tie', 'White-collar worker', 'Wrinkle']","['happy', 'happy']",[],VERY_UNLIKELY,UNLIKELY,UNLIKELY,POSSIBLE,UNLIKELY
DeO20wJgua8,https://i.ytimg.com/vi/DeO20wJgua8/maxresdefault.jpg,"['Action film', 'Entertainment', 'Event', 'Eyewear', 'Fictional character', 'Flash photography', 'Fun', 'Glasses', 'Happy', 'Movie', 'Music', 'Music artist', 'Musician', 'Performance', 'Performance art', 'Performing arts', 'Smile', 'Stage', 'Suit']","['happy', 'happy', 'happy']",[],VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY
cn9fSH464m8,https://i.ytimg.com/vi/cn9fSH464m8/maxresdefault.jpg,"['Audio equipment', 'Chin', 'Entertainment', 'Event', 'Eyebrow', 'Eyelash', 'Face', 'Font', 'Forehead', 'Fun', 'Hair coloring', 'Hat', 'Head', 'Jaw', 'Jewellery', 'Layered hair', 'Lipstick', 'Microphone', 'Mouth', 'Music', 'Music artist', 'Nose', 'Organ', 'Photo caption', 'Singer', 'Step cutting']",['other'],"['000+', 'CLEVELAND', 'COMG.', 'G', 'Ik', 'KNOW', 'Languagev', 'Select', 'THOUGH?', 'Tweet', 'YOU', 'now', 'omegle', 'online', 'strangers!', 'to', 'y', 'y Tweet\nG Select Languagev\nomegle\nIk to strangers!\n000+ online now\nCOMG.\nYOU KNOW CLEVELAND THOUGH?\n']",UNLIKELY,UNLIKELY,POSSIBLE,LIKELY,UNLIKELY
7wlUav8o5bg,https://i.ytimg.com/vi/7wlUav8o5bg/maxresdefault.jpg,"['Advertising', 'Billboard', 'Cartoon', 'Darkness', 'Face', 'Fictional character', 'Font', 'Movie', 'Poster', 'Sleeve']",[],"['BATMAN', 'BATMAN\nFORTNITE\nVOICE\nTROLL\n', 'FORTNITE', 'TROLL', 'VOICE']",VERY_UNLIKELY,UNLIKELY,POSSIBLE,UNLIKELY,UNLIKELY
pv8fAXtj3Dk,https://i.ytimg.com/vi/pv8fAXtj3Dk/hqdefault.jpg,"['Action film', 'Entertainment', 'Event', 'Fiction', 'Fictional character', 'Flash photography', 'Font', 'Fur', 'Graphics', 'Happy', 'Logo', 'Movie', 'Photo caption', 'Toy']",['other'],"['CALL', 'CALL DUTY\nMODERN\nWARFARE\n', 'DUTY', 'MODERN', 'WARFARE']",VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY,UNLIKELY,UNLIKELY
-KU4HpD0HgU,https://i.ytimg.com/vi/-KU4HpD0HgU/maxresdefault.jpg,"['Beard', 'Beauty', 'Cap', 'Chin', 'Collage', 'Electric blue', 'Event', 'Eyelash', 'Facial expression', 'Fashion accessory', 'Font', 'Forehead', 'Fun', 'Hairstyle', 'Happy', 'Headgear', 'Human', 'Jaw', 'Magenta', 'Neck', 'Pattern', 'People', 'Plaid', 'Purple', 'Sleeve', 'Smile', 'Tartan']","['suprised', 'other']","['3,000+', 'G', 'GOOD!', 'Language', 'SO', 'Select', 'THAT', 'Tweet', 'WAS', 'now', 'ome', 'ome\ny Tweet G Select Language ▼\nstrangers!\n3,000+ online now\nTHAT WAS SO GOOD!\n', 'online', 'strangers!', 'y', '▼']",VERY_UNLIKELY,UNLIKELY,UNLIKELY,POSSIBLE,UNLIKELY
JMBDCttBQ-s,https://i.ytimg.com/vi/JMBDCttBQ-s/maxresdefault.jpg,"['Baseball cap', 'Beard', 'Black hair', 'Earrings', 'Event', 'Eyewear', 'Facial hair', 'Fashion accessory', 'Fashion design', 'Fedora', 'Flash photography', 'Formal wear', 'Gesture', 'Happy', 'Hat', 'Jewellery', 'Moustache', 'Necklace', 'Scarf', 'Selfie', 'Sun hat', 'Tie', 'Vision care']","['other', 'other', 'other', 'other', 'other']","['HAY', 'HAY\n']",VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY,UNLIKELY
AoDBTgd90gc,https://i.ytimg.com/vi/AoDBTgd90gc/maxresdefault.jpg,"['Abdomen', 'Adaptation', 'Barechested', 'Beard', 'Chest', 'Event', 'Eyewear', 'Facial hair', 'Fashion', 'Fashion accessory', 'Fun', 'Gesture', 'Goggles', 'Happy', 'Hat', 'Jewellery', 'Landscape', 'Leisure', 'Moustache', 'Muscle', 'Necklace', 'People in nature', 'Smile', 'Stock photography', 'Sunglasses', 'Travel', 'Trunk', 'Vest']","['happy', 'other', 'other']",[],VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY,POSSIBLE,UNLIKELY
7uDedltVbDE,https://i.ytimg.com/vi/7uDedltVbDE/maxresdefault.jpg,"['Bracelet', 'Chest', 'Community', 'Crowd', 'Drink', 'Event', 'Eyewear', 'Fun', 'Gesture', 'Happy', 'Jewellery', 'Leisure', 'Muscle', 'Necklace', 'Recreation', 'Smile', 'T-shirt', 'Tableware', 'Vest', 'Yellow']","['happy', 'other', 'other']","['vevo', 'vevo\n']",UNLIKELY,VERY_UNLIKELY,UNLIKELY,UNLIKELY,UNLIKELY
hsnAXMW4emM,https://i.ytimg.com/vi/hsnAXMW4emM/hqdefault.jpg,"['Beard', 'Child', 'Chin', 'Collage', 'Costume hat', 'Event', 'Eye', 'Eyebrow', 'Eyelash', 'Facial hair', 'Fictional character', 'Flash photography', 'Fun', 'Fur', 'Happy', 'Hat', 'Head', 'Holiday', 'Jaw', 'Laugh', 'Lip', 'Moustache', 'Mouth', 'Nose', 'Organ', 'Photo caption', 'Santa claus', 'Selfie', 'Smile', 'Wig']","['other', 'happy', 'other', 'other', 'other']",[],VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY,UNLIKELY,UNLIKELY
86oN-r0pi58,https://i.ytimg.com/vi/86oN-r0pi58/maxresdefault.jpg,"['Action film', 'Army', 'Ballistic vest', 'Beard', 'Camouflage', 'Event', 'Games', 'Infantry', 'Marines', 'Military', 'Military camouflage', 'Military organization', 'Military person', 'Military uniform', 'Non-commissioned officer', 'Organization', 'Pattern', 'Personal protective equipment', 'Soldier', 'Squad', 'Uniform']","['other', 'other']","['CALL', 'DUTY', 'Plays', 'TRUMP', 'TRUMP\nPlays\nCALL DUTY\nWARZONE\nZAN\n', 'WARZONE', 'ZAN']",VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,VERY_LIKELY,UNLIKELY
oLEaU184K_w,https://i.ytimg.com/vi/oLEaU184K_w/maxresdefault.jpg,"['Child', 'Entertainment', 'Event', 'Eye', 'Eyelash', 'Flash photography', 'Fun', 'Gesture', 'Happy', 'Human', 'Laugh', 'Mask', 'People', 'Shout', 'Snapshot', 'Stock photography', 'T-shirt', 'Toddler']","['suprised', 'other']",[],UNLIKELY,UNLIKELY,UNLIKELY,LIKELY,LIKELY
XahwwXsJHyY,https://i.ytimg.com/vi/XahwwXsJHyY/maxresdefault.jpg,"['Advertising', 'Art', 'Electric blue', 'Event', 'Font', 'Fun', 'Gesture', 'Happy', 'Photo caption', 'Room', 'Sharing', 'Sleeve', 'T-shirt', 'Thumb']","['happy', 'suprised', 'other']","['Who', 'Who is\nhe?!\n', 'he?!', 'is']",UNLIKELY,VERY_UNLIKELY,UNLIKELY,UNLIKELY,UNLIKELY
pqpFCoc_A2Q,https://i.ytimg.com/vi/pqpFCoc_A2Q/maxresdefault.jpg,"['Animated cartoon', 'Art', 'Cartoon', 'Cheek', 'Child', 'Chin', 'Circle', 'Drawing', 'Eye', 'Eyewear', 'Fictional character', 'Font', 'Fun', 'Gesture', 'Graphics', 'Hair', 'Happy', 'Illustration', 'Jaw', 'Mammal', 'Nose', 'Organism', 'Pleased', 'Smile', 'Thumb', 'Vertebrate']",[],"['Brecce', 'parody', 'parody\nBrecce\n']",VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,POSSIBLE,UNLIKELY
VMs_njRe4vE,https://i.ytimg.com/vi/VMs_njRe4vE/maxresdefault.jpg,"['Art', 'Beauty', 'Cheek', 'Child', 'Chin', 'Collage', 'Community', 'Crowd', 'Event', 'Eyebrow', 'Eyelash', 'Facial expression', 'Fashion', 'Friendship', 'Fun', 'Hairstyle', 'Happy', 'Human', 'Iris', 'Leisure', 'Lip', 'Magenta', 'Mouth', 'Nose', 'Photograph', 'Photomontage', 'Product', 'Selfie', 'Skin', 'Smile', 'Snapshot', 'Social group', 'Team', 'Youth']","['happy', 'other', 'happy', 'suprised', 'other', 'other', 'other', 'happy', 'other']","['23,000+', '287K', 'G', 'I', 'Language', 'Like', 'Select', 'Talk', 'Tweet', 'now', 'omegle', 'omegle\n287K\ny Tweet\nG Select Language v\nI Like\nTalk to strangers!\n23,000+ online now\n', 'online', 'strangers!', 'to', 'v', 'y']",UNLIKELY,VERY_UNLIKELY,UNLIKELY,LIKELY,UNLIKELY
g7Dk5nYBtXc,https://i.ytimg.com/vi/g7Dk5nYBtXc/maxresdefault.jpg,"['Art', 'Baseball cap', 'Blazer', 'Cap', 'Community', 'Crowd', 'Event', 'Fashion', 'Fictional character', 'Fun', 'Hat', 'Illustration', 'Jacket', 'Luggage and bags', 'Moustache', 'Smile', 'Suit', 'Team', 'Tie', 'Watch', 'Youth']","['happy', 'other']","['AN', 'AN\nAN\n']",UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY,UNLIKELY
W4i81KPWwsI,https://i.ytimg.com/vi/W4i81KPWwsI/hqdefault.jpg,"['Advertising', 'Beard', 'Cap', 'Chin', 'Coffee cup', 'Conversation', 'Drinkware', 'Eyebrow', 'Eyelash', 'Fashion accessory', 'Fedora', 'Font', 'Fun', 'Happy', 'Hat', 'Jaw', 'Moustache', 'Mouth', 'Photo caption', 'Photograph', 'Screenshot', 'Sharing', 'Smile', 'Snapshot', 'Tableware']",['happy'],"['""YOU\'RE', '23,000+', 'BRILLIANT!""', 'G', 'Langunge', 'Selecet', 'naw', 'omegle', 'omegle\nto strangers!\nG Selecet Langunge\n23,000+ orline naw\n""YOU\'RE BRILLIANT!""\n', 'orline', 'strangers!', 'to']",UNLIKELY,UNLIKELY,UNLIKELY,POSSIBLE,VERY_UNLIKELY
RL5-fvNhAAo,https://i.ytimg.com/vi/RL5-fvNhAAo/maxresdefault.jpg,"['Cap', 'Cg artwork', 'Entertainment', 'Event', 'Fictional character', 'Flash photography', 'Font', 'Fun', 'Gesture', 'Hat', 'Movie', 'Music', 'Music artist', 'Performing arts', 'Soldier']","['other', 'other', 'other', 'other']","['0:29', 'POLICIA', 'POLICIA\n0:29 X\n', 'X']",VERY_UNLIKELY,VERY_UNLIKELY,VERY_UNLIKELY,UNLIKELY,VERY_UNLIKELY
GNXMDZTGiDo,https://i.ytimg.com/vi/GNXMDZTGiDo/maxresdefault.jpg,"['Adaptation', 'Child', 'Collage', 'Community', 'Event', 'Eyelash', 'Facial expression', 'Fictional character', 'Font', 'Fun', 'Fur', 'Fur clothing', 'Happy', 'Hat', 'Holiday', 'Human', 'Magenta', 'Nose', 'Organ', 'Organism', 'People', 'Photo caption', 'Santa claus', 'Smile', 'Snapshot']","['suprised', 'suprised']","['00+', 'G', 'Language', 'REALP!""', 'Select', 'THIS', 'TS', 'Talk', 'Tweet', 'Tweet\nG Select Language v\nomegle\nTalk to strangers!\n00+ oplingnow\nTS THIS REALP!""\n', 'omegle', 'oplingnow', 'strangers!', 'to', 'v']",UNLIKELY,UNLIKELY,UNLIKELY,VERY_LIKELY,UNLIKELY
